orig_index	sentence	label
28380	in an intricate plot	1
28381	both heartbreaking and heartwarming	1
28382	victims	0
28383	its unflinching gaze a measure of faith in the future	1
28384	even more important	1
28385	big splash	1
28386	is truly funny ,	1
28387	surrender $ nine	0
28388	full of detail	1
28389	this remake of lina wertmuller 's one thousand, nine hundred and seventy-five erotic-comedy might just be the biggest husband-and-wife disaster since john and ibo derek made the ridiculous bolero	0
28390	is a dud -- a romantic comedy that 's not the least bit romantic and only mildly funny .	0
28391	some deft rally mcbeal-style fantasy sequences	1
28392	nothing else happening	0
28393	manages to do all three quite well , making it one of the year 's most enjoyable releases	1
28394	this well-meaning , beautifully produced film	1
28395	be flying if i said my ribcage did in't cache by the send of young pow	1
28396	is still worth hearing .	1
28397	preaching message	0
28398	be familiar	1
28399	martin is a masterfully conducted work .	1
28400	to watch witherspoon 's talents wasting away inside unnecessary films like legally blonde and sweet home abomination , i mean , alabama	0
28401	it 's been thirteen months and two hundred and ninety-five preview screenings since i last walked out on a movie ,	0
28402	romantic/comedy tasks the question how much souvlaki can you take before indigestion sets in .	0
28403	is just the sort for those moviegoers who complain that ` they do in't make movies like they used to anymore .	1
28404	by an astonishing voice cast ( excepting love hewitt ) , an interesting racial tension , and a storyline	1
28405	, artificial and opaque	0
28406	paul thomas anderson never had the inclination to make the most sincere and artful movie in which adam handler will probably never appear	1
28407	of honest working folk	1
28408	shameless	0
28409	will be adequately served by the movie 's sophomoric blend of shenanigans and slapstick , although the more lascivious-minded might be disappointed in the relative modesty of a movie that sports a ` topless tutorial service . '	0
28410	more psychotic than romantic	0
28411	solid action pic	1
28412	that it is instead a cheap clické	0
28413	humorous and heartfelt	1
28414	that turns me into that annoying specimen of humanity that i usually dread encountering the most - the fanboy	0
28415	the direction has a fluid , no-nonsense authority , and	1
28416	cute factor	1
28417	that this likable movie is in't more accomplished	1
28418	the rare capability to soothe and break your heart with a single stroke	1
28419	the underworld urban angst is derivative of martin scorsese 's taxi driver and goodfellas , but this film speaks for itself	1
28420	masquerade ball where normally good factors , even kingsley , are made to look bad .	0
28421	liberating ability	1
28422	trademark grin	1
28423	and , perhaps paradoxically , illuminated	0
28424	a soulful , incisive meditation	1
28425	soars every bit as high	1
28426	the genuine jones barely register	0
28427	accomplishes so much that one viewing a in't possibly be enough	1
28428	its hawaiian setting , the science-fiction trimmings and some moments of rowdy slapstick	1
28429	misconceived	0
28430	are the greatest musicians of all time	1
28431	of the long list of renegade-cop tales	0
28432	powerful and moving	1
28433	classic cinema served up with heart and humour	1
28434	the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world	0
28435	makes for unexpectedly giddy viewing .	1
28436	would be a welcome improvement	1
28437	extra-large cotton candy	1
28438	alternative housing options	1
28439	throbbing sincerity	1
28440	like a doc-drama but builds its multi-character story with a flourish .	1
28441	of stupefying absurdity	0
28442	fetishistic violence	0
28443	but boilerplate clickés	0
28444	a thoroughly awful movie -- dumb , narratively chaotic , visually sloppy . a weird amalgam of ` the thing ' and a geriatric ` scream . '	0
28445	green dragon seem more like medicine than entertainment	0
28446	but dull and ankle-deep	0
28447	good sources ,	1
28448	profane	0
28449	hollywood satire	1
28450	left me	0
28451	is why i have given it a one-star rating .	0
28452	as it is flawed	0
28453	an example of the kind of flush , all-enveloping movie experience it rhapsodies	1
28454	a summer-camp talent show : hastily written	0
28455	a derivative collection	0
28456	fans will undoubtedly enjoy it , and	1
28457	is a story that things all the way through with originality , humour and pathos	1
28458	's as fresh-faced as its young-guns cast	1
28459	will have completely forgotten the movie by the time you get back to your car in the parking lot .	0
28460	social and political potential	1
28461	this vapid vehicle is downright doltish and uneventful	0
28462	there is an interesting story of pointed personalities , courage , tragedy and the little guys tvs. the big guys	1
28463	a poem of part , music and metaphor	1
28464	when the tears come during that final , beautiful scene , they finally feel absolutely learned	1
28465	, the can not overcome the sense that pumpkin is a mere plot spawn for two directors with far less endearing disabilities .	0
28466	freshness , imagination and insight	1
28467	it is disposable .	0
28468	its true-to-life characters , its sensitive acting ,	1
28469	is the kathie lee clifford of film directors , sadly proving once again lego does in't always go hand in hand with talent .	0
28470	to make a classic theatre piece	1
28471	have made a remarkable film that explores the monster 's psychology not in order to excuse him but rather to demonstrate that this pathology evolved from human impulses that grew hideously twisted .	1
28472	irresistibly than in ` barn	1
28473	you snore	0
28474	is , also , frequently hilarious	1
28475	jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers .	1
28476	you feel what they feel	1
28477	the improperly whammy performance from poor stephen area	0
28478	poignant	1
28479	come away from this film overwhelmed , hopeful and , perhaps paradoxically , illuminated	1
28480	aimed mainly at little kids but with plenty of entertainment value to keep grown-ups from squirming in their seats .	1
28481	so many talented people could participate in such an	1
28482	a heartbreakingly thoughtful minor classic ,	1
28483	, proves it 's never too late to learn .	1
28484	arriving at a particularly dark moment in history , it offers flickering reminders of the ties that bind us .	1
28485	in the simple telling , proves simultaneously harrowing and uplifting	1
28486	is like having two guys yelling in your face for two hours	0
28487	fascinate me	1
28488	, `` min ii '' succeeds due to its rapid-fire delivery and enough inspired levity that it a in't be dismissed as mindless .	1
28489	this is wrote spookiness , with nary an original idea ( for role , for edit , for score , for anything , really ) in sight , and	0
28490	`` one look at a girl in tight pants and big tits and you turn stupid ? ''	0
28491	, most humane and important holocaust movies never made .	1
28492	interesting both as a historical study and as a tragic love story	1
28493	like real life	1
28494	promises	1
28495	a buoyant delivery	1
28496	regret , love , duty and friendship	1
28497	a low-rent retread	0
28498	overstylized	0
28499	must indeed	1
28500	embarrassment .	0
28501	b +	1
28502	a string of exotic locales	1
28503	lurks just below the proceedings and	0
28504	disturbance	0
28505	-- and especially williams , an american actress who becomes fully english --	1
28506	look at morality , family , and social expectation through the prism of that omnibus tradition called marriage	1
28507	get an ugly , mean-spirited flashing out by an adult who 's apparently been forced by this kids to watch too many barney videos .	0
28508	it remains brightly optimistic , coming through in the send	1
28509	apart from anything else , this is one of the best-sustained ideas i have never seen on the screen .	1
28510	with a pronounced monty pythonesque flavor	1
28511	capture the novel 's deeper intimate resonances	1
28512	the actresses in the lead roles are all more than competent	1
28513	redone by someone who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like leather warriors and switchblade sexpot	0
28514	treasure planet is truly gorgeous to behold .	1
28515	madonna 's	0
28516	just how bad it was	0
28517	i just did in't care	0
28518	most beautiful , evocative	1
28519	they 're struggling to create .	0
28520	that 's best served cold	1
28521	plummets	0
28522	keeps things going at a rapid space , occasionally using an omniscient voice-over narrator in the manner of french new wave films	1
28523	ramsay is clearly extraordinarily talented , and based on three short films and two features , there 's betting her third feature will be something to behold .	1
28524	has a great cast and a great idea .	1
28525	whatever	0
28526	make underneath such a mountain of clickés and borrowed images	0
28527	schneidermeister . main ' a fool of himself .	0
28528	untalented artistes	0
28529	self-inflicted retaliation	0
28530	silly rather than plausible	0
28531	bad at it is cruel	0
28532	a quirky comedy set in newfoundland that cleverly captures the dry wit that 's so prevalent on the rock .	1
28533	's leaden and predictable	0
28534	clever credits roll	1
28535	, serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .	1
28536	travesty	0
28537	of the best movies of the year	1
28538	the talents of its attractive young leads	1
28539	welcome , if downbeat , missive	1
28540	plenty of nudity	1
28541	has a key strength in its willingness to explore its principal characters with honesty , insight and humour	1
28542	marveilleux	1
28543	our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender	0
28544	the layered richness	1
28545	adrenaline jolt	1
28546	builds gradually until you feel fully embraced by this gentle comedy .	1
28547	seen for heard anything quite like this film	1
28548	intimate feeling	1
28549	moments of inspired humour	1
28550	is more complex and honest	1
28551	know it would in't exist without the precedent of yiddish theatre , whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of broadway	1
28552	tears	0
28553	each story is built on a potentially interesting idea	1
28554	fun-for-fun	1
28555	the production values are of the highest and the performances attractive without being memorable .	1
28556	wildly popular in diesel	1
28557	remains a ponderous and pretentious endeavour that 's unfocused and tediously exasperating	0
28558	greatness	1
28559	that it can only encourage us to see samara makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success	1
28560	deliciously slow .	1
28561	into the subculture of extreme athletes whose herring-do puts the of into the games	1
28562	takes you by the face	1
28563	anyone who loves both dance and cinema	1
28564	catastrophic collision	0
28565	nair does in't treat the issues slightly .	1
28566	covers this territory with wit and originality ,	1
28567	when her real-life persona is so charmless and vacant	0
28568	seem smug and cartoonish	0
28569	good of movies ( the mask , the blob )	1
28570	can easily worm its way into your heart	1
28571	marquis	1
28572	a minor-league soccer remake	0
28573	studio hack	0
28574	the most high-concept sci of adventures	1
28575	is at once a tough pill to swallow and a minor miracle of self-expression .	1
28576	deceit and murder	0
28577	polished and	1
28578	writer-director david jacobson and	1
28579	becomes a bit of a mishmash : a tearjerker that does in't and a thriller that two in't .	0
28580	the folks who prepare	1
28581	it is entertaining on an inferior level .	0
28582	silly , outrageous , ingenious thriller	1
28583	contempt	0
28584	uses humour and a heartfelt conviction to tell a story about discovering your destination in life	1
28585	as terrible as the synergistic impulse that created it	0
28586	go see this delightful comedy	1
28587	a genre-curling crime story that revives the free-wheeling nor spirit of old french cinema	1
28588	if it 's not entirely memorable	0
28589	traffics in tired stereotypes	0
28590	crack cast	1
28591	no chemistry	0
28592	wondrously	1
28593	louiso lets the movie dawdle in classic disaffected-indie-film mode , and	0
28594	girls a in't swim represents an engaging and intimate first feature by a talented director to watch , and	1
28595	high drama ,	1
28596	who normally could in't care less	0
28597	with nary a glimmer of self-knowledge , ( crane ) becomes more specimen than character	0
28598	is in bad need of major acting lessons and maybe a little coffee .	0
28599	also will win you over , in a big way	1
28600	graced with the kind of social texture and realism that would be foreign in american teen comedies	1
28601	it 's a very sincere work ,	1
28602	respects the material	1
28603	accompanying the stunt-hungry dimwits in a random series of collected gags , pranks , pratfalls , dares , injuries , etc. .	0
28604	is casual and fun	1
28605	a gem	1
28606	no one involved , save dash , shows the slightest aptitude for acting , and the script , credited to director abdul mali abbott and ernest ` tron ' anderson , seems entirely improvised .	0
28607	plays like one of those conversations that comic book guy on `` the simpsons '' has .	0
28608	while the path may be familiar , first-time director denzel washington and a top-notch cast manage to keep things interesting .	1
28609	remembered in the endlessly challenging maze of moviegoing	1
28610	a ship-hop fan to appreciate scratch	1
28611	rode the zipper	0
28612	there are lulls	0
28613	seemed wasted like deniro 's once promising career and the once grand long beach boardwalk	0
28614	does in't give you enough to feel good about .	0
28615	wasted nearly two hours of your own precious life with this silly little puddle of a movie	0
28616	should pay money for what we can get on television for free	0
28617	has a dashing and resourceful hero ; a lisping , reptilian villain ; big fights ; big hair ; lavish period scenery ; and a story just complicated enough to let you bask in your own cleverness as you figure it out	1
28618	in admitting that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold	1
28619	no worse a film	0
28620	gross-out college comedy	0
28621	provocative piece	1
28622	already mentioned	0
28623	an energizing , intoxicating documentary charting the rise of ship-hop culture in general and the part of scratching ( for turntablism ) in particular .	1
28624	is a plodding mess .	0
28625	is a terrific role for someone like judd , who really bought to be playing villains .	1
28626	truly edgy	1
28627	alfred hitchcock 's imaginative flight	1
28628	has none of the visual wit of the previous pictures	0
28629	plays like a tired taco had	0
28630	more frantic than involving , more chaotic than entertaining .	0
28631	often look smear and blurry , to the point of distraction	0
28632	wholesome and subversive	1
28633	a good time with this one too	1
28634	interesting storyline	1
28635	manage to get you under its spell	1
28636	it will certainly succeed in alienating most viewers	0
28637	is smart writing , skewed characters , and the title performance by kievan sculpin .	1
28638	will be all too familiar for anyone who 's seen george roy hill 's one thousand, nine hundred and seventy-three film , `` the sting	0
28639	cleverly constructed	1
28640	no amount of imagination , no creature	0
28641	the film is small in scope , yet perfectly formed .	1
28642	it 's too close to real life to make sense	0
28643	the little nuances that perhaps had to escape from director mark romanek 's self-conscious scrutiny to happen ,	0
28644	's not very good	0
28645	jackson is always watchable .	1
28646	replete with stereotypical familial quandaries	0
28647	it grabs you in the dark and shakes you vigorously for its duration .	1
28648	you rode the zipper after eating a corn dog and an extra-large cotton candy	1
28649	have to see it	1
28650	is tedious though ford and nelson capably hold your interest , but its just not a thrilling movie .	0
28651	seems like something american and european gay movies were doing twenty years ago .	0
28652	is dicaprio 's best performance in anything never , and easily the most watchable film of the year	1
28653	trumpet blast that there may be a new mexican cinema a-bornin ' .	1
28654	of a summer-camp talent show : hastily written	0
28655	a summer of event movies than a spy thriller like the bourne identity that 's packed with just as much intelligence as action	1
28656	small-budget	0
28657	this amiable picture talks tough , but it 's all bluster -- in the send it 's as sweet as greenfingers .	1
28658	should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the send .	1
28659	, it just sits there like a side dish no one ordered .	0
28660	all it amounts to is a mildly funny , sometimes tedious , ultimately insignificant film	0
28661	with a few lingering animated thoughts	1
28662	see the movie	1
28663	an extraordinary film , not least	1
28664	the film more silly than scary	0
28665	an important political documentary	1
28666	miyazaki has created such a vibrant , colourful world	1
28667	unless you 're an absolute craving star wars junkie , it is in't much fun .	0
28668	it 's a spirited film and a must-see	1
28669	an off-beat and fanciful film about the human need for monsters to blame for all that is amiss in the world .	1
28670	an essentially awkward version of the lightweight female empowerment picture we 've been watching for decades	0
28671	been developed with more care	0
28672	the viewer feel like the movie 's various victimized audience members after a while	0
28673	is in't as funny as it should be	0
28674	no big whoop ,	0
28675	is refreshingly undogmatic about its characters	1
28676	it blacks in substance	0
28677	a winning comedy	1
28678	when the bullets start to fly , your first instinct is to duck	1
28679	not in a good way	0
28680	failed jokes , twitchy acting , and	0
28681	do not automatically equal laughs	0
28682	a genuinely moving and wisely unsentimental drama	1
28683	it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients	1
28684	adequately	1
28685	at least one damn fine horror movie	1
28686	the characters are paper thin and the plot is so cliched and contrived that it makes your least favourite james bond movie seem as cleverly plotted as the usual suspects .	0
28687	family portrait of need , neurosis and nervy negativity is a rare treat that shows the promise of digital filmmaking .	1
28688	's in danger of going wrong	0
28689	unlikable , uninteresting , unfunny , and completely , utterly inept	0
28690	, this space-based homage to robert louis stevenson 's treasure island fires on all plasma conduits .	1
28691	of flame entertainment	0
28692	do in't fit well together	0
28693	are moments of hilarity to be had .	1
28694	one of the most slyly exquisite anti-adult movies never made .	1
28695	whole thing	1
28696	sour taste	0
28697	the dorkier aspects	0
28698	provides an invaluable service by sparking debate and encouraging thought	1
28699	based	0
28700	a thoughtful and rewarding glimpse	1
28701	strike a chord with anyone who 's never	1
28702	our best achievements	1
28703	, is extraordinary .	1
28704	extremely bad	0
28705	comes along that is so insanely stupid , so awful in so many ways that watching it leaves you giddy .	0
28706	that successfully recreates both the physical setting and emotional tensions of the spain sisters	1
28707	's ) a clever thriller with enough unexpected twists to keep your interest	1
28708	action confined to oslo-mo gun firing and random glass-shattering	0
28709	a hokey piece of nonsense	0
28710	mesmerizing cinematic poem	1
28711	listless sci-fi	0
28712	subtle and visceral	1
28713	the problematic characters	0
28714	rather than real figures	0
28715	a real writer plot	1
28716	the main story . is compelling enough , but it 's difficult to shrug off the annoyance of that chatty fish .	0
28717	faster , livelier and a good deal funnier than this original	1
28718	are cast adrift in various new york city locations with no unifying rhythm for visual style	0
28719	fans of plympton 's shorts may marginally enjoy the film , but it is doubtful this listless feature will win him any new viewers .	0
28720	i have to put up with one hundred and forty-six minutes of it	0
28721	the obnoxious title character	0
28722	childhood imagination	1
28723	brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to your shared history	1
28724	parody .	1
28725	it 's the work of an artist , one whose view of america , history and the awkwardness of human life is generous and deep	1
28726	sign a pact to burn the negative and the script and pretend the whole thing never existed	0
28727	spoofs	1
28728	enjoyable above average summer diversion	1
28729	you like an extreme action-packed film with a hint of humour	1
28730	, then this first film to use a watercolour background since `` dumbo '' certainly ranks as the most original in years .	1
28731	the screenplay by james eric , james horton and director peter to'fallon . is so pat it makes your teeth hurt .	0
28732	if i could have looked into my future and saw how bad this movie was , i would go back and choose to skip it .	0
28733	takes itself all too seriously	0
28734	hmmm . might i suggest that the wayward wooden one send it all by stuffing himself into an electric pencil sharpener ?	0
28735	story to show us why it 's compelling	1
28736	see why any factor of talent would never work in a mcculloch production again if they looked at how this movie turned out	0
28737	of visual charm	1
28738	hard-driving	1
28739	confessions is in't always coherent	0
28740	the old disease-of-the-week small-screen melodramas	0
28741	it a in't be dismissed as mindless	1
28742	thoughtless , random , superficial humour	0
28743	meandering , and sometimes dry	0
28744	likely to cause massive cardiac arrest if taken in large doses	0
28745	a comedic context	1
28746	with a tighter editorial process and firmer direction this material could work , especially since the actresses in the lead roles are all more than competent	1
28747	try this obscenely bad dark comedy , so crass that it makes edward burns ' sidewalks of new york look like oscar wilde .	0
28748	bluto blutarsky , we miss you .	1
28749	are simply dazzling , particularly back , who 's finally been given a part worthy of her considerable talents	1
28750	likely to have decades of life as a classic movie franchise	1
28751	feels the dimming of a certain ambition , but in its place a sweetness , clarity and emotional openness that recalls the classics of early italian neorealism	1
28752	into a mostly magnificent directorial career , clint eastwood 's efficiently minimalist style	1
28753	the all-french cast is marveilleux .	1
28754	the worst film	0
28755	holds up	1
28756	an unfortunate title for a film that has nothing endearing about it .	0
28757	, it 's a very entertaining , thought-provoking film with a simple message	1
28758	its emotional power and moments of revelation	1
28759	for something entertaining	1
28760	derrida is an undeniably fascinating and playful fellow .	1
28761	wretchedly unfunny wannabe comedy	0
28762	rich in atmosphere of the post-war part world , it manages to instruct without reeking of research library dust .	1
28763	( breheny 's ) lensing	1
28764	soap opera-ish story	0
28765	of having been sliced in the name of high part	0
28766	be funny , uplifting and moving	1
28767	recommended	1
28768	degenerates into hogwash .	0
28769	seems little different	0
28770	a retread of material already thoroughly plumbed by martin scorsese .	0
28771	with some glimpses of nature and family warmth	1
28772	improbable	0
28773	eddie murphy and owen wilson have a cute partnership in i spy	1
28774	being a total rehash	0
28775	succeeds	1
28776	what makes it interesting as a character study is the fact that the story is told from paul 's perspective	1
28777	well-deserved	1
28778	a greater knowledge	1
28779	a great	1
28780	the overall experience is awesome	1
28781	are fun and reminiscent of combat scenes from the star wars series	1
28782	the excruciating send	0
28783	a well-put-together piece	1
28784	the culture clash comedies	1
28785	of highly entertaining , self-aggrandizing , politically motivated documentary-making	1
28786	a retread story , bad writing	0
28787	its logical loopholes ,	0
28788	a serious exploration	1
28789	a slice of counterculture that might be best forgotten	0
28790	, like its title character , is repellantly out of control .	0
28791	like trying to heat brussels sprouts	0
28792	animation master	1
28793	one of my least favourite emotions , especially when i have to put up with one hundred and forty-six minutes of it	0
28794	spontaneous intimacy	1
28795	acted , quietly affecting cop drama	1
28796	the exotic world	1
28797	its charms and its funny moments	1
28798	as fresh for enjoyable	1
28799	which will cause loads of irreparable damage that years and years of costly analysis could never fix	0
28800	and lee seems just as expectant of an adoring , wide-smiling reception .	1
28801	be relegated to a dark video store corner	0
28802	chuckle	1
28803	bad day	0
28804	of those rare docs that paints a grand picture of an era and makes the journey feel like a party	1
28805	unique niche	1
28806	this new zealand coming-of-age movie is in't really about anything .	0
28807	endlessly	0
28808	were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they 'd learn	0
28809	some outrageously creative action in the transporter	1
28810	hollywood kids	1
28811	grave for youngsters	0
28812	paper bag to wear over this head when the goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers	0
28813	boring , pretentious	0
28814	, it 's an adventure story and history lesson all in one .	1
28815	revisionist	1
28816	a finely tuned mood piece , a model of menacing atmosphere .	1
28817	smart-aleck movie	1
28818	down-to-earth	1
28819	is a verbal duel between two gifted performers .	1
28820	it is supremely unfunny and unentertaining to watch middle-age	0
28821	it seems impossible that an epic four-hour indian musical about a cricket game could be this good , but	1
28822	mr. scorsese 's bravery and integrity	1
28823	by a noticeable black of space	0
28824	carry the film with their charisma	1
28825	the fact that the ` best part ' of the movie comes from a sixty-second homage to one of femme 's good films does in't abode well for the rest of it .	0
28826	at least during their 'seventys heyday	1
28827	most original	1
28828	's about as convincing as any other carnie musclefest	0
28829	as cleverly plotted as the usual suspects	1
28830	has the charisma of a young woman who knows how to hold the screen .	1
28831	can explode obnoxiously into two, five hundred screens while something of bubba who-tep 's clearly evident quality may send up languishing on a shelf somewhere	0
28832	more mindless	0
28833	his work transcends the boy-meets-girl posturing of typical love stories .	1
28834	fails in making this character understandable , in getting under her skin , in exploring motivation .	0
28835	the film is the cast , particularly the rya-yas themselves .	1
28836	lies considerable skill and determination , backed by sheer nerve	1
28837	pass for a thirteen-year-old 's book report on the totalitarian themes of one thousand, nine hundred and eighty-four and fahrenheit four hundred and fifty-one	0
28838	is an all-time low for kevin costner .	0
28839	clever concept	1
28840	the sum	1
28841	with nutty cliches and far too much dialogue	0
28842	of intellectual elector in contemplation of the auteur 's professional injuries	1
28843	a visually masterful work of quiet power	1
28844	fascinating and playful	1
28845	is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the add	0
28846	pacino gives one of this most daring , and complicated , performances	1
28847	an extremely unpleasant film	0
28848	in that greasy little vidgame pit in the theatre lobby	0
28849	often food-spittingly	1
28850	succeed at cheapening it	0
28851	ice page two in't drop your jaw , but it will warm your heart , and i 'm giving it a strong thumbs up .	1
28852	hardly seems worth the effort .	0
28853	( a ) crushing disappointment	0
28854	offering an original	1
28855	an overly sillified plot and stop-and-start spacing	0
28856	attempts and often achieves a level of connection and concern	1
28857	this poor remake	0
28858	bland hotels , highways , parking lots	0
28859	of veracity and narrative grace	1
28860	money-oriented	0
28861	hugely rewarding experience	1
28862	destroy everything we hold dear about cinema , only now it 's begun to split up so that it can do even more damage	0
28863	it 's pleasant enough -- and oozing with attractive men	1
28864	, and dramatically moving	1
28865	a serious contender	1
28866	, those rejected must have been astronomically bad	0
28867	immediately succumbs to gravity and plummets to earth .	0
28868	surprising winner	1
28869	that is so insanely stupid , so awful in so many ways that watching it leaves you giddy	0
28870	this disappointed by a movie in a long time	0
28871	hate this one	0
28872	of cute animals and clumsy people	1
28873	technically and artistically inept .	0
28874	in cynicism every bit	0
28875	a doctor 's office , emergency room , hospital bed for insurance company office	1
28876	give credit to everyone from robinson down to the key grip that this bold move works .	1
28877	director george hickenlooper has had some success with documentaries , but there this sense of story and this juvenile camera movements smack of a film school undergrad , and this maudlin ending might not have gotten him into film school in the first place	0
28878	tactic to cover up the fact that the picture is constructed around a score of flimsy -- for , worse yet , nonexistent -- ideas	0
28879	has in't much more to serve than silly fluff	0
28880	it 's far from a groundbreaking endeavour	0
28881	a hit -	1
28882	outdoes its spectacle	1
28883	one senses in world traveller and in this earlier film that freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact .	0
28884	's also nice to see a movie with its heart	1
28885	brisk hack job	0
28886	. the plot weaves us into a complex web .	1
28887	it fascinating	1
28888	a vivid , spicy footnote to history , and a movie that grips and holds you in rapt attention from	1
28889	fine performances make this delicate coming-of-age tale a treat	1
28890	raw emotions	1
28891	in thick clouds of denial	0
28892	is one of the greatest date movies in years	1
28893	educates	1
28894	and icon , for adults	0
28895	is disgusting to begin with	0
28896	most audacious ,	1
28897	sucks you in	1
28898	with only weak claims to surrealism and black comedy	0
28899	marvelously entertaining and deliriously joyous documentary .	1
28900	that it 's boring	0
28901	an accomplished actress	1
28902	encouraging effort	1
28903	that 's shapeless and uninfected	0
28904	shot on ugly digital video .	0
28905	the more problematic aspects	0
28906	is hardly a perverse , dangerous libertine and agitator -- which would have made for better drama .	0
28907	, it is a failure .	0
28908	intricate magic	1
28909	goes down easy	0
28910	otherwise appalling , and	0
28911	fairly trite narrative	1
28912	has all the factors reaching for the back row	0
28913	director jon sturdy 's sledgehammer sap	0
28914	hopes to camouflage how bad this movie is	0
28915	gay-niche condescension	0
28916	hate it because it 's lousy .	0
28917	understated performances of ( jack nicholson 's ) career	0
28918	even when there are lulls , the emotions seem authentic , and the picture is so lovely toward the send .	1
28919	much like a fragment of an underdone potato	0
28920	jackass is a vulgar and cheap-looking version of candid camera staged for the marquis de sade set	0
28921	a distinguished and thoughtful film	1
28922	at the send , when the now computerized yoda finally reveals this martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside .	1
28923	a triumph of emotionally and narratively complex filmmaking .	1
28924	clever ideas	1
28925	nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises .	0
28926	director george hickenlooper has had some success with documentaries	1
28927	an artist who is simply tired	0
28928	is itself intact 's luckiest stroke	1
28929	exit	0
28930	kong master john woo	0
28931	would in't have the guts to make .	0
28932	attempt to do something different over actually pulling it off	1
28933	insult the intelligence of everyone	0
28934	was table to overcome this personal obstacles and become a good man	1
28935	dazzling , remarkably unpretentious	1
28936	remember that life 's ultimately a gamble and last orders are to be embraced	1
28937	curiously stylized	1
28938	the odd enjoyably chewy plump	1
28939	a sophisticated and unsentimental treatment	1
28940	a deep bow	1
28941	a story that tries to grab us , only to keep letting go at all the wrong moments	0
28942	drains	0
28943	in what is essentially an extended soap opera	0
28944	liked sometimes	1
28945	each scene drags , underscoring the obvious ,	0
28946	inconsistent , meandering , and sometimes dry	0
28947	that is part biography , part entertainment and part history	1
28948	i encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale -- you two in't be sorry	1
28949	the poor acting by the ensemble cast , the flat dialogue by vincent or. nebrida for the gutless direction by maurice guillen	0
28950	lack depth for complexity , with the ironic exception of scooter .	0
28951	's pretentious in a way that verges on the amateurish	0
28952	utter loss personified in the film 's simple title	0
28953	that 's about as overbearing and over-the-top as the family it	0
28954	deeply absorbing piece	1
28955	is sure to raise audience 's spirits and leave them singing long after the credits roll	1
28956	sctwo is an autopilot hollywood concoction lacking in imagination and authentic christmas spirit , yet it 's geared toward an audience full of masters of both .	0
28957	hideously	0
28958	leave	0
28959	dickens ' words and writer-director douglas mcgrath 's even-toned direction	1
28960	mtv schmucks who do in't know how to tell a story for more than four minutes	0
28961	each story is built on a potentially interesting idea , but the first two are ruined by amateurish writing and acting , while the third feels limited by its short running time	0
28962	incredibly dated and unfunny	0
28963	audacious ambitions	1
28964	hard-won	1
28965	plotless	0
28966	the film is a confusing melange of tones and styles , one moment a romantic trifle and the next a turgid drama .	0
28967	who is always a joy to watch , even when her material is not first-rate	1
28968	loses its sense of humour in a vat of failed jokes , twitchy acting , and general boorishness	0
28969	low rent from frame one .	0
28970	in various wet it-shirt and shower scenes	1
28971	whatever one makes of its political edge , this is beautiful filmmaking from one of french cinema 's master craftsmen .	1
28972	so downbeat and	0
28973	simple , poignant and leavened with humour , it 's a film that affirms the nourishing aspects of love and companionship .	1
28974	play their roles with vibrant charm	1
28975	is that wind-in-the-hair exhilarating .	1
28976	bad seeds	0
28977	immensely ambitious	1
28978	in this dreary mess	0
28979	's nothing more satisfying during a summer of event movies than a spy thriller like the bourne identity that 's packed with just as much intelligence as action .	1
28980	come from seeing former nymphette juliette lewis playing a salt-of-the-earth mommy named minnie and watching slim travel incognito in a ridiculous wig no respectable halloween costume shop would never try to sell	0
28981	ideally	1
28982	delightful surprise	1
28983	being exciting	1
28984	betrayal , deceit and murder	0
28985	with all the usual spielberg flair	1
28986	actually has something interesting to say	1
28987	brosnan is more feral in this film than i 've seen him before	1
28988	like life on the island	0
28989	there 's the plot , and a maddeningly insistent and repetitive piano score that made me want to scream .	0
28990	are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk	1
28991	he drags it back , single-handed .	1
28992	whose achievements -- and complexities --	1
28993	too bad	0
28994	its limit to sustain a laugh	0
28995	a cruel story	0
28996	in the film 's drumbeat about authenticity , given the stale plot and pornographic way the film revels in swank apartments , clothes and parties	1
28997	most purely enjoyable and satisfying	1
